sku,gtin,identifier,title,description,slug,price,sale_price,brand,condition,photo,gallery,product_type,quantity,weight,measure,length,width,height,google_product_category,meta_tag,meta_description,show_in_feed,custom_label_1,custom_label_2,specs
448208-002,,No,"448208-002 HP 2.20GHz 2MB L3 Cache Socket F AMD Opteron 8354 Quad-Core Processor for ProLiant DL785 G5 Server","448208-002 HP 2.20GHz 2MB L3 Cache Socket F AMD Opteron 8354 Quad-Core Processor for ProLiant DL785 G5 Server",hp-448208-002-amd-processors,91.25000000,,HP,Refurbished,http://127.0.0.1:8000/assets/images/noimage.png,,"Processors & CPUs/AMD/AMD Processors",100,3,lbs,0,0,0,"Electronics > Electronics Accessories > Computer Components > Computer Processors",Array,,1,,,
